Model Name,Action,Source File,Target File,Score,Top 3 Candidates,Message
Gorax Rager,COPIED,portrait circle gorax rager.png,Gorax Rager.png,100,portrait circle gorax rager.png (100) | portrait khador rager.png (84) | portrait dusk mage hunter ranger.png (74),'portrait circle gorax rager.png' → 'Gorax Rager.png'  (score 100)
Loki,COPIED,portrait circle loki.png,Loki.png,100,portrait circle loki.png (100) | option orgoth molok head molok.png (86) | portrait orgoth molok.png (86),'portrait circle loki.png' → 'Loki.png'  (score 100)
Pureblood Warpwolf,COPIED,portrait circle pureblood warpwolf.png,Pureblood Warpwolf.png,100,portrait circle pureblood warpwolf.png (100) | portrait circle feral warpwolf.png (73) | portrait trollblood war wagon.png (67),'portrait circle pureblood warpwolf.png' → 'Pureblood Warpwolf.png'  (score 100)
Razorwing Griffon,COPIED,portrait circle razorwing griffon.png,Razorwing Griffon.png,100,portrait circle razorwing griffon.png (100) | portrait circle rotterhorn griffon.png (80) | portrait retribution griffon.png (74),'portrait circle razorwing griffon.png' → 'Razorwing Griffon.png'  (score 100)
Riphorn Satyr,COPIED,portrait circle rip horn satyr.png,Riphorn Satyr.png,92,portrait circle rip horn satyr.png (92) | portrait circle gnarlhorn satyr.png (88) | portrait circle shadowhorn satyr.png (87),'portrait circle rip horn satyr.png' → 'Riphorn Satyr.png'  (score 92)
Rotterhorn Griffon,COPIED,portrait circle rotterhorn griffon.png,Rotterhorn Griffon.png,100,portrait circle rotterhorn griffon.png (100) | portrait retribution griffon.png (73) | portrait circle razorwing griffon.png (69),'portrait circle rotterhorn griffon.png' → 'Rotterhorn Griffon.png'  (score 100)
Scarsfell Griffon,COPIED,portrait circle scarsfell griffon.png,Scarsfell Griffon.png,100,portrait circle scarsfell griffon.png (100) | portrait circle rotterhorn griffon.png (67) | portrait circle razorwing griffon.png (64),'portrait circle scarsfell griffon.png' → 'Scarsfell Griffon.png'  (score 100)
Shadowhorn Satyr,COPIED,portrait circle shadowhorn satyr.png,Shadowhorn Satyr.png,100,portrait circle shadowhorn satyr.png (100) | portrait circle gnarlhorn satyr.png (77) | portrait circle rip horn satyr.png (77),'portrait circle shadowhorn satyr.png' → 'Shadowhorn Satyr.png'  (score 100)
Storm Raptor,COPIED,portrait circle storm raptor.png,Storm Raptor.png,100,portrait circle storm raptor.png (100) | Cryx_Raptor.png (80) | portrait cygnar stormsmith storm tower.png (78),'portrait circle storm raptor.png' → 'Storm Raptor.png'  (score 100)
Warpwolf Stalker,COPIED,portrait circle warpwolf stalker.png,Warpwolf Stalker.png,100,portrait circle warpwolf stalker.png (100) | portrait infernals soul stalker.png (74) | portrait circle stoneward & woldstalkers.png (71),'portrait circle warpwolf stalker.png' → 'Warpwolf Stalker.png'  (score 100)
Wild Argus,COPIED,portrait circle wild argus.png,Wild Argus.png,100,portrait circle wild argus.png (100) | portrait circle winter argus.png (75) | portrait khador war argus.png (75),'portrait circle wild argus.png' → 'Wild Argus.png'  (score 100)
Winter Argus,COPIED,portrait circle winter argus.png,Winter Argus.png,100,portrait circle winter argus.png (100) | portrait mercenary orin midwinter rogue inquisitor.png (83) | portrait khador war argus.png (76),'portrait circle winter argus.png' → 'Winter Argus.png'  (score 100)
Bloodweaver Night Witch,COPIED,portrait circle bloodweaver night witch.png,Bloodweaver Night Witch.png,100,portrait circle bloodweaver night witch.png (100) | portrait circle tharn bloodweaver haruspex.png (65) | portrait trollblood night troll.png (65),'portrait circle bloodweaver night witch.png' → 'Bloodweaver Night Witch.png'  (score 100)
Gallows Grove,COPIED,portrait circle gallows grove.png,Gallows Grove.png,100,portrait circle gallows grove.png (100) | CG_Apollo.png (71) | portrait minions swamp gobber bellows crew.png (70),'portrait circle gallows grove.png' → 'Gallows Grove.png'  (score 100)
Kogan the Exile,COPIED,portrait minions kogan the exile.png,Kogan the Exile.png,100,portrait minions kogan the exile.png (100) | portrait skorne the exalted court.png (73) | portrait circle kaya the wildheart.png (67),'portrait minions kogan the exile.png' → 'Kogan the Exile.png'  (score 100)
Lord of the Feast,COPIED,portrait circle lord of the feast.png,Lord of the Feast.png,100,portrait circle lord of the feast.png (100) | portrait protectorate allegiant of the order of the fist.png (82) | Khador_Lord-of-the-Hunt.png (79),'portrait circle lord of the feast.png' → 'Lord of the Feast.png'  (score 100)
Tharn Blood Shaman,COPIED,portrait circle tharn blood shaman.png,Tharn Blood Shaman.png,100,portrait circle tharn blood shaman.png (100) | portrait circle tharn ravager shaman.png (80) | portrait circle tharn blood pack.png (76),'portrait circle tharn blood shaman.png' → 'Tharn Blood Shaman.png'  (score 100)
Tharn Ravager Shaman,COPIED,portrait circle tharn ravager shaman.png,Tharn Ravager Shaman.png,100,portrait circle tharn ravager shaman.png (100) | portrait circle tharn ravagers.png (82) | portrait circle tharn ravager chieftain.png (79),'portrait circle tharn ravager shaman.png' → 'Tharn Ravager Shaman.png'  (score 100)
Tharn Ravager White Mane,COPIED,portrait circle tharn ravager white mane.png,Tharn Ravager White Mane.png,100,portrait circle tharn ravager white mane.png (100) | portrait circle tharn ravager shaman.png (82) | portrait circle tharn ravager chieftain.png (81),'portrait circle tharn ravager white mane.png' → 'Tharn Ravager White Mane.png'  (score 100)
Tharn Wolf Rider Champion,COPIED,portrait circle tharn wolf rider champion.png,Tharn Wolf Rider Champion.png,100,portrait circle tharn wolf rider champion.png (100) | portrait circle tharn wolf riders.png (76) | portrait khador vladimir tzepesci the dark champion.png (67),'portrait circle tharn wolf rider champion.png' → 'Tharn Wolf Rider Champion.png'  (score 100)
Brigid and Caul,COPIED,portrait circle brighid & caul.png,Brigid and Caul.png,83,portrait circle brighid & caul.png (83) | portrait minions farrow brigand warlord.png (67) | portrait minions farrow brigands.png (61),'portrait circle brighid & caul.png' → 'Brigid and Caul.png'  (score 83)
Tharn Blood Pack,COPIED,portrait circle tharn blood pack.png,Tharn Blood Pack.png,100,portrait circle tharn blood pack.png (100) | portrait circle tharn bloodtrackers.png (88) | portrait circle tharn blood shaman.png (81),'portrait circle tharn blood pack.png' → 'Tharn Blood Pack.png'  (score 100)
Tharn Bloodtrackers,COPIED,portrait circle tharn bloodtrackers.png,Tharn Bloodtrackers.png,100,portrait circle tharn bloodtrackers.png (100) | portrait circle tharn bloodweavers.png (81) | portrait circle tharn blood pack.png (80),'portrait circle tharn bloodtrackers.png' → 'Tharn Bloodtrackers.png'  (score 100)
Tharn Bloodweavers,COPIED,portrait circle tharn bloodweavers.png,Tharn Bloodweavers.png,100,portrait circle tharn bloodweavers.png (100) | portrait circle tharn bloodweaver haruspex.png (94) | portrait circle tharn bloodtrackers.png (78),'portrait circle tharn bloodweavers.png' → 'Tharn Bloodweavers.png'  (score 100)
Tharn Ravagers,COPIED,portrait circle tharn ravagers.png,Tharn Ravagers.png,100,portrait circle tharn ravagers.png (100) | portrait circle tharn ravager chieftain.png (93) | portrait circle tharn ravager shaman.png (93),'portrait circle tharn ravagers.png' → 'Tharn Ravagers.png'  (score 100)
Tharn Wolf Riders,COPIED,portrait circle tharn wolf riders.png,Tharn Wolf Riders.png,100,portrait circle tharn wolf riders.png (100) | portrait circle tharn wolf rider champion.png (94) | portrait dusk tyrus nis arsyr of spiders.png (69),'portrait circle tharn wolf riders.png' → 'Tharn Wolf Riders.png'  (score 100)
Well of Orboros,COPIED,portrait circle well of orboros.png,Well of Orboros.png,100,portrait circle well of orboros.png (100) | portrait circle reeves of orboros.png (86) | portrait circle wolves of orboros.png (86),'portrait circle well of orboros.png' → 'Well of Orboros.png'  (score 100)
Baldur the Stonecleaver,COPIED,portrait circle baldur the stonecleaver.png,Baldur the Stonecleaver.png,100,portrait circle baldur the stonecleaver.png (100) | portrait circle baldur the stonesoul.png (79) | portrait cryx deneghra the soul weaver.png (70),'portrait circle baldur the stonecleaver.png' → 'Baldur the Stonecleaver.png'  (score 100)
Bradigus Thorle the Runecarver,COPIED,portrait circle bradigus thorle the runecarver.png,Bradigus Thorle the Runecarver.png,100,portrait circle bradigus thorle the runecarver.png (100) | portrait circle baldur the stonecleaver.png (64) | Cryx_Necroharvester.png (62),'portrait circle bradigus thorle the runecarver.png' → 'Bradigus Thorle the Runecarver.png'  (score 100)
Grayle the Farstrider,COPIED,portrait circle grayle the farstrider.png,Grayle the Farstrider.png,100,portrait circle grayle the farstrider.png (100) | Cryx_The-Furies.png (67) | Cygnar_Assault-Strider.png (67),'portrait circle grayle the farstrider.png' → 'Grayle the Farstrider.png'  (score 100)
Krueger the Stormlord,COPIED,portrait circle krueger the stormlord.png,Krueger the Stormlord.png,100,portrait circle krueger the stormlord.png (100) | portrait circle krueger the stormseer.png (86) | portrait circle krueger the stormwrath.png (86),'portrait circle krueger the stormlord.png' → 'Krueger the Stormlord.png'  (score 100)
Megalith,COPIED,portrait circle megalith.png,Megalith.png,100,portrait circle megalith.png (100) | option dusk geist head stealth.png (77) | Khador_Liegemen-Primalist.png (71),'portrait circle megalith.png' → 'Megalith.png'  (score 100)
Woldwarden,COPIED,portrait circle woldwarden.png,Woldwarden.png,100,portrait circle woldwarden.png (100) | portrait circle woldwyrd.png (78) | Cryx_Warden.png (75),'portrait circle woldwarden.png' → 'Woldwarden.png'  (score 100)
Woldwatcher,COPIED,portrait circle woldwatcher.png,Woldwatcher.png,100,portrait circle woldwatcher.png (100) | portrait circle woldwrath.png (80) | portrait circle woldwarden.png (67),'portrait circle woldwatcher.png' → 'Woldwatcher.png'  (score 100)
Woldwight,COPIED,portrait circle wold wight.png,Woldwight.png,89,portrait circle wold wight.png (89) | portrait dusk morayne the blade of twilight.png (75) | option dusk eidolon head flight.png (71),'portrait circle wold wight.png' → 'Woldwight.png'  (score 89)
Woldwrath,COPIED,portrait circle woldwrath.png,Woldwrath.png,100,portrait circle woldwrath.png (100) | portrait circle woldwatcher.png (89) | portrait cryx pistol wraith.png (78),'portrait circle woldwrath.png' → 'Woldwrath.png'  (score 100)
Woldwyrd,COPIED,portrait circle woldwyrd.png,Woldwyrd.png,100,portrait circle woldwyrd.png (100) | portrait circle woldwarden.png (88) | portrait circle woldwrath.png (75),'portrait circle woldwyrd.png' → 'Woldwyrd.png'  (score 100)
Wold Guardian,COPIED,portrait circle wold guardian.png,Wold Guardian.png,100,portrait circle wold guardian.png (100) | portrait infernals umbral guardian.png (87) | portrait skorne ancestral guardian.png (87),'portrait circle wold guardian.png' → 'Wold Guardian.png'  (score 100)
Blackclad Stoneshaper,COPIED,portrait circle blackclad stoneshaper.png,Blackclad Stoneshaper.png,100,portrait circle blackclad stoneshaper.png (100) | portrait circle blackclad wayfarer.png (67) | portrait mercenary grundback blaster.png (61),'portrait circle blackclad stoneshaper.png' → 'Blackclad Stoneshaper.png'  (score 100)
Blackclad Wayfarer,COPIED,portrait circle blackclad wayfarer.png,Blackclad Wayfarer.png,100,portrait circle blackclad wayfarer.png (100) | portrait circle blackclad stoneshaper.png (67) | portrait minions blackhide wrastler.png (61),'portrait circle blackclad wayfarer.png' → 'Blackclad Wayfarer.png'  (score 100)
Chuck Dogwood,COPIED,portrait circle chuck dogwood.png,Chuck Dogwood.png,100,portrait circle chuck dogwood.png (100) | portrait grymkin witchwood.png (63) | portrait minions hutchuk ogrun bounty hunter.png (62),'portrait circle chuck dogwood.png' → 'Chuck Dogwood.png'  (score 100)
Druid Wilder,COPIED,portrait circle druid wilder.png,Druid Wilder.png,100,portrait circle druid wilder.png (100) | portrait circle druid mist riders.png (67) | portrait circle kaya the wildheart.png (64),'portrait circle druid wilder.png' → 'Druid Wilder.png'  (score 100)
Krueger the Stormseer,COPIED,portrait circle krueger the stormseer.png,Krueger the Stormseer.png,100,portrait circle krueger the stormseer.png (100) | portrait circle krueger the stormlord.png (86) | portrait circle krueger the stormwrath.png (86),'portrait circle krueger the stormseer.png' → 'Krueger the Stormseer.png'  (score 100)
Reeve Hunter,COPIED,portrait circle reeve hunter.png,Reeve Hunter.png,100,portrait circle reeve hunter.png (100) | portrait cygnar hunter.png (80) | portrait khador yuri the hunter.png (80),'portrait circle reeve hunter.png' → 'Reeve Hunter.png'  (score 100)
Sentry Stone & Mannikins,COPIED,portrait circle sentry stone & mannikins.png,Sentry Stone & Mannikins.png,100,portrait circle sentry stone & mannikins.png (100) | portrait mercenary arcane mechaniks.png (61) | portrait grymkin skin & moans.png (58),'portrait circle sentry stone & mannikins.png' → 'Sentry Stone & Mannikins.png'  (score 100)
Stone Keeper,COPIED,portrait circle stone keeper.png,Stone Keeper.png,100,portrait circle stone keeper.png (100) | portrait grymkin zevanna agha the fate keeper.png (86) | portrait orgoth grhotten keeper.png (82),'portrait circle stone keeper.png' → 'Stone Keeper.png'  (score 100)
War Wolf,COPIED,portrait circle war wolf.png,War Wolf.png,100,portrait circle war wolf.png (100) | portrait circle feral warpwolf.png (88) | portrait circle pureblood warpwolf.png (88),'portrait circle war wolf.png' → 'War Wolf.png'  (score 100)
